_index_reports,_index_players,Assists,Blocks,Minutes played,Points,Total rebounds,Steals
498,499,6.0,,,28.0,5.0,
499,447,,,,18.0,8.0,
499,136,8.0,,,18.0,8.0,
499,489,,,,18.0,17.0,
499,398,3.0,,,28.0,,
500,316,4.0,,40.0,28.0,8.0,1.0
500,419,,,36.0,25.0,10.0,
500,145,7.0,,40.0,27.0,2.0,1.0
500,375,,,,10.0,,
500,155,,,,10.0,,
500,364,,,45.0,28.0,,
500,132,8.0,1.0,,31.0,2.0,2.0
500,46,,,,10.0,,
501,462,,,,12.0,,
501,272,,,,17.0,9.0,
501,299,,,,10.0,,
501,244,,,,14.0,,
501,161,,,,9.0,,
501,388,,,,11.0,,
501,189,,,,14.0,,
501,404,,,,8.0,22.0,
501,368,,,,9.0,,
501,59,,,,20.0,,
501,96,,,,12.0,,
502,534,,,,18.0,6.0,
502,321,,,,8.0,10.0,
502,457,6.0,,,26.0,4.0,1.0
502,473,5.0,,,17.0,,2.0
502,292,,,,15.0,,
502,326,,,,14.0,13.0,
502,147,3.0,,,23.0,3.0,
502,202,6.0,,,20.0,,
503,368,,,3.0,,,
503,142,6.0,,32.0,12.0,2.0,
503,98,5.0,,30.0,13.0,,
503,320,1.0,,27.0,15.0,,3.0
503,460,6.0,,26.0,20.0,,
503,65,,,,,,
504,62,,,,26.0,3.0,
504,272,,7.0,,,6.0,
504,335,7.0,,,32.0,6.0,4.0
504,127,1.0,,,10.0,,
504,11,,,,22.0,,
504,294,,,,10.0,,
504,200,3.0,,,6.0,5.0,2.0
504,440,,,,11.0,,
504,70,,,,14.0,,
505,468,,,42.0,22.0,,
505,326,5.0,,19.0,13.0,10.0,
505,161,5.0,,33.0,18.0,,
506,250,4.0,,,13.0,5.0,1.0
506,2,3.0,,,12.0,4.0,1.0
506,430,1.0,2.0,,20.0,19.0,2.0
506,63,4.0,,,12.0,4.0,1.0
506,460,2.0,,,9.0,2.0,1.0
506,316,6.0,1.0,,33.0,10.0,2.0
506,419,,,20.0,10.0,9.0,
506,375,,,22.0,9.0,3.0,
506,145,4.0,,30.0,21.0,4.0,
506,481,,,,12.0,6.0,1.0
507,459,,3.0,,29.0,12.0,3.0
507,200,1.0,,,,2.0,
507,53,,,42.0,,,
507,154,,,,,,
508,447,3.0,,,16.0,4.0,
508,353,,,,13.0,12.0,
508,136,6.0,,,26.0,,
508,215,4.0,,,18.0,3.0,
508,175,7.0,,,32.0,13.0,
508,180,3.0,,,17.0,8.0,
509,46,,,,5.0,,
509,96,,,,4.0,,
509,321,,,,2.0,,
509,364,1.0,,,10.0,4.0,1.0
509,446,9.0,,,25.0,3.0,
509,358,,,21.0,,,
509,522,1.0,,,16.0,8.0,
509,206,,,,15.0,14.0,
509,495,3.0,3.0,,13.0,6.0,
509,390,,,,30.0,7.0,2.0
509,360,7.0,1.0,,12.0,5.0,3.0
509,279,,,,8.0,,
510,272,,,,17.0,,
510,469,,,,18.0,11.0,
510,227,,,,17.0,,
510,213,3.0,,,19.0,5.0,
510,510,,,,23.0,12.0,
511,317,1.0,,,16.0,7.0,2.0
511,168,,,,18.0,11.0,
511,501,,,,14.0,6.0,
511,153,9.0,,,26.0,7.0,
511,520,,,,,4.0,
511,198,1.0,,,18.0,,1.0
511,443,1.0,2.0,,20.0,13.0,1.0
511,285,,,,15.0,3.0,
511,73,2.0,1.0,15.0,,3.0,
511,166,,,,,,1.0
511,426,,,,7.0,5.0,1.0
511,348,,,,14.0,7.0,
511,472,,,,12.0,4.0,
512,244,,,,27.0,,
512,310,13.0,,,14.0,,
512,390,,,26.0,22.0,,
512,458,,,32.0,23.0,9.0,
512,444,12.0,,,24.0,,1.0
513,153,,,,15.0,,
513,130,,,,25.0,,
513,250,,,,29.0,,
513,126,,,,20.0,,
514,265,5.0,,,17.0,7.0,
514,144,,,,28.0,,
514,28,2.0,2.0,,16.0,,
514,414,,,,21.0,,2.0
514,452,,,,10.0,10.0,
514,132,8.0,,,17.0,,
514,328,,,,21.0,,
515,197,5.0,,24.0,14.0,,
515,360,6.0,,,20.0,,
515,240,10.0,,,,,
515,547,,,19.0,4.0,,
516,380,2.0,,27.0,17.0,3.0,
516,534,,,,16.0,4.0,
516,321,1.0,2.0,,20.0,9.0,
516,434,,,,14.0,4.0,
516,555,3.0,,,15.0,,
516,420,2.0,,20.0,16.0,1.0,
516,411,2.0,,42.0,18.0,2.0,
516,360,6.0,,,26.0,,2.0
517,501,,,,,,
517,153,,,,24.0,3.0,
517,527,,,,,,
517,138,12.0,,,25.0,8.0,
517,377,,,,,,
518,207,6.0,,,27.0,4.0,
518,282,3.0,,,17.0,3.0,
518,555,3.0,,,14.0,5.0,
518,547,4.0,,,19.0,,
518,523,7.0,,,19.0,8.0,
518,501,,,,16.0,12.0,
518,187,,,,25.0,,
518,391,7.0,,,21.0,6.0,
519,199,,,,15.0,,
519,553,,,,19.0,,
519,534,,,,23.0,9.0,
519,101,,,,8.0,,
519,75,,,,20.0,,
519,473,,,,11.0,,
519,389,,,,6.0,9.0,
519,3,,,,27.0,,
519,277,,,,11.0,,
519,1,,,,,3.0,
519,395,,,,10.0,,
519,397,,,,18.0,,
520,54,2.0,4.0,,21.0,12.0,
520,281,6.0,1.0,,25.0,1.0,
520,136,3.0,,,17.0,3.0,2.0
520,392,3.0,2.0,,9.0,2.0,1.0
520,2,4.0,,,17.0,3.0,1.0
520,445,3.0,,,13.0,2.0,
520,214,,,,10.0,3.0,3.0
520,81,4.0,,,21.0,5.0,1.0
520,452,4.0,1.0,,16.0,12.0,1.0
520,17,1.0,,,11.0,2.0,
520,174,,1.0,,16.0,12.0,1.0
521,11,,,,17.0,,
521,459,,,,24.0,20.0,
521,541,,,,15.0,,
521,443,,,,13.0,,
521,73,,,,23.0,20.0,
522,447,3.0,,,29.0,4.0,
522,443,3.0,,,22.0,,2.0
522,56,7.0,,,14.0,,3.0
522,353,,,,17.0,,
522,135,5.0,,20.0,10.0,9.0,
522,14,5.0,,,22.0,7.0,1.0
523,523,1.0,,,17.0,5.0,2.0
523,458,2.0,2.0,,17.0,4.0,1.0
523,444,6.0,1.0,,15.0,,2.0
523,526,2.0,,33.0,18.0,7.0,
523,214,,,21.0,13.0,12.0,3.0
523,81,8.0,,,17.0,4.0,
524,189,3.0,,,13.0,10.0,
524,155,2.0,,,4.0,6.0,
524,469,,,,14.0,7.0,
524,154,3.0,,,11.0,2.0,
524,88,7.0,,,3.0,1.0,1.0
524,415,5.0,,31.0,20.0,1.0,4.0
524,377,3.0,1.0,,20.0,11.0,4.0
524,359,,,,10.0,14.0,
524,556,3.0,,,11.0,,
524,138,13.0,1.0,,24.0,2.0,2.0
524,440,,,,13.0,,
524,324,,,13.0,11.0,,
525,459,7.0,2.0,,32.0,7.0,4.0
525,331,4.0,,28.0,15.0,3.0,2.0
525,280,,,31.0,17.0,3.0,
525,128,5.0,,,20.0,13.0,
525,468,,,39.0,40.0,,
526,89,,,,10.0,,
526,35,,,,23.0,9.0,1.0
526,147,,,,,,
526,377,,,,19.0,,
526,527,4.0,,36.0,25.0,5.0,3.0
526,138,13.0,,35.0,17.0,2.0,4.0
527,362,,,,23.0,14.0,
527,390,4.0,,,11.0,6.0,
527,360,,,,17.0,8.0,
527,125,,,,,17.0,
527,240,7.0,,,27.0,,
528,35,5.0,,,19.0,1.0,3.0
528,89,,,,24.0,7.0,1.0
528,54,2.0,,,8.0,10.0,1.0
528,147,3.0,,,20.0,1.0,
528,33,4.0,,,13.0,3.0,
528,183,4.0,1.0,,15.0,1.0,2.0
528,414,1.0,,,12.0,,
528,359,1.0,,,10.0,10.0,
528,527,5.0,,,25.0,6.0,2.0
528,138,5.0,,,21.0,3.0,1.0
529,534,3.0,3.0,,,4.0,
529,7,,,,,,
529,232,1.0,,,,3.0,
529,75,4.0,,23.0,17.0,3.0,
529,419,1.0,2.0,,23.0,18.0,
529,102,2.0,,37.0,,8.0,
529,481,4.0,,,13.0,4.0,3.0
529,145,1.0,1.0,,33.0,5.0,1.0
529,155,,,,14.0,3.0,1.0
530,213,2.0,,,32.0,7.0,2.0
530,457,9.0,,41.0,17.0,3.0,
530,320,,,7.0,,,
530,258,,,20.0,10.0,12.0,
530,526,,,,31.0,11.0,
530,350,1.0,1.0,,,,1.0
530,81,3.0,,,27.0,8.0,
530,452,4.0,,,13.0,5.0,
531,19,,,,15.0,10.0,
531,137,,,,24.0,,
531,381,,,,19.0,,
531,64,,,,10.0,10.0,
531,196,,,,15.0,10.0,2.0
531,491,,,,6.0,18.0,
531,49,,,,36.0,,
531,528,,,,11.0,,
532,24,5.0,,,18.0,4.0,
532,142,8.0,,,20.0,,
532,271,,,,28.0,,
532,362,10.0,,,13.0,18.0,
532,360,,,,20.0,,
533,418,3.0,3.0,,31.0,11.0,3.0
533,538,8.0,,,13.0,,
533,393,,,,12.0,,
533,89,,,,22.0,9.0,
533,381,7.0,,,24.0,,
533,506,,,,15.0,10.0,
534,362,,,20.0,9.0,10.0,
534,345,,,,14.0,6.0,
535,381,,,,30.0,,
535,137,2.0,,,25.0,,
535,447,4.0,,,23.0,,
536,2,,,39.0,34.0,8.0,
536,139,,,35.0,18.0,14.0,
536,522,,,28.0,12.0,7.0,
536,436,,,,,,
536,404,,2.0,22.0,,,
536,368,,,,,6.0,
536,180,,,30.0,18.0,11.0,
536,142,2.0,,,,,
537,406,,,,10.0,9.0,
537,266,5.0,,,20.0,8.0,
537,146,6.0,,,15.0,6.0,
537,351,,,,28.0,7.0,
537,272,,,,16.0,8.0,
537,59,8.0,,,22.0,11.0,1.0
537,127,,,,16.0,,
538,458,,2.0,,22.0,9.0,
538,301,,,,20.0,,
539,526,,,,18.0,7.0,
539,81,5.0,1.0,,28.0,7.0,
539,13,4.0,,,8.0,9.0,2.0
539,54,,,,19.0,17.0,
539,281,,,,13.0,,
539,136,,,13.0,4.0,,
540,421,,,,14.0,9.0,
540,185,,,,11.0,12.0,
540,148,,,,36.0,5.0,
540,103,6.0,,,13.0,8.0,
540,33,4.0,,,21.0,2.0,
540,54,3.0,,,10.0,7.0,
540,4,,,,13.0,,
541,418,,,37.0,20.0,12.0,
541,459,3.0,,,15.0,8.0,
541,551,3.0,,,19.0,1.0,
541,250,,,,23.0,,
541,430,3.0,2.0,36.0,15.0,,2.0
541,312,,,,10.0,8.0,
541,126,,,,9.0,,2.0
542,491,1.0,1.0,,10.0,11.0,
542,49,4.0,3.0,,27.0,4.0,3.0
542,336,9.0,,,25.0,9.0,2.0
542,448,1.0,2.0,,11.0,6.0,1.0
542,423,2.0,3.0,,19.0,10.0,3.0
542,413,,,40.0,22.0,12.0,
542,403,3.0,3.0,,12.0,11.0,1.0
542,363,4.0,,,10.0,5.0,1.0
542,503,6.0,,,18.0,6.0,
543,7,6.0,,28.0,20.0,2.0,1.0
543,288,,,,12.0,,
543,412,,,,11.0,,
543,333,,,24.0,10.0,5.0,
543,316,7.0,,,16.0,,
543,419,,,,10.0,11.0,
543,71,,,,17.0,3.0,
543,481,2.0,,27.0,17.0,3.0,
543,145,10.0,,,12.0,,
544,430,,,,,16.0,
544,2,,,,27.0,,
544,418,,6.0,,12.0,,
545,62,8.0,,,31.0,6.0,
545,272,,,,14.0,8.0,2.0
545,335,10.0,,,24.0,5.0,1.0
545,504,,,,11.0,6.0,1.0
545,11,3.0,2.0,,24.0,8.0,4.0
545,459,3.0,1.0,,15.0,7.0,2.0
545,315,3.0,,,20.0,2.0,
546,460,9.0,,29.0,17.0,,
547,281,,,,,5.0,
547,238,,,,17.0,,
547,111,,,,13.0,10.0,
547,16,,,,17.0,,
547,22,,,,29.0,,
547,244,,,,27.0,5.0,
547,310,7.0,,,33.0,11.0,3.0
547,438,,,,13.0,,
548,340,9.0,,,21.0,6.0,4.0
548,177,4.0,,,21.0,4.0,
548,11,,,,18.0,7.0,
548,459,4.0,,,16.0,7.0,
548,53,,,,,3.0,2.0
549,49,,,,16.0,8.0,
549,336,,,,20.0,,
549,534,,1.0,,,,
549,185,,,,10.0,18.0,
549,188,,,31.0,16.0,7.0,
550,180,2.0,,,16.0,10.0,
550,436,4.0,3.0,,,11.0,
550,54,4.0,4.0,,17.0,15.0,1.0
550,497,6.0,,,13.0,14.0,
550,136,7.0,,,24.0,,
551,333,,,,,19.0,
551,137,,,,22.0,,
551,534,,,,40.0,,
551,7,16.0,,,31.0,,
551,329,,6.0,,13.0,14.0,
552,151,,,,14.0,10.0,
552,449,,,,18.0,3.0,
552,340,8.0,,,27.0,,
552,187,,,,23.0,8.0,1.0
552,458,,,,24.0,12.0,
552,444,12.0,,,23.0,4.0,1.0
553,293,,,,21.0,,
553,272,,,,13.0,,
553,469,,,,15.0,,
553,98,,,,12.0,,
553,88,,,,28.0,,
553,227,,,,11.0,,
553,250,,,,23.0,,
553,467,,,,17.0,,
553,430,,,,19.0,19.0,
553,126,,,,14.0,,
553,460,,,,14.0,,
553,63,,,,8.0,,
553,312,,,,8.0,,
554,288,,,38.0,24.0,,
554,345,3.0,3.0,36.0,18.0,8.0,7.0
554,104,1.0,,,16.0,3.0,1.0
554,321,1.0,2.0,33.0,12.0,11.0,2.0
554,110,,,17.0,13.0,6.0,
554,522,,,30.0,30.0,11.0,
555,333,4.0,1.0,,6.0,11.0,
555,137,,1.0,,22.0,,1.0
555,381,,,,,,
555,406,7.0,4.0,,17.0,14.0,1.0
555,266,3.0,,,27.0,3.0,
555,511,,,33.0,14.0,,
555,245,4.0,,,15.0,5.0,
555,152,,,,8.0,,
556,58,4.0,,,34.0,15.0,
556,125,,2.0,,16.0,12.0,
556,547,,,,19.0,,
556,317,,,,15.0,13.0,
556,501,,4.0,35.0,24.0,16.0,
556,153,7.0,,35.0,32.0,3.0,
557,244,3.0,,37.0,27.0,7.0,
557,488,6.0,,37.0,11.0,4.0,
557,438,,,25.0,17.0,,
557,343,2.0,,29.0,21.0,,2.0
557,54,6.0,,28.0,11.0,9.0,
557,497,14.0,,32.0,8.0,10.0,
557,80,5.0,,33.0,11.0,6.0,
557,111,,,,6.0,,
557,238,,4.0,32.0,29.0,11.0,
558,362,,,28.0,18.0,,
558,372,,,36.0,,,
558,242,,,28.0,,,
558,517,,,25.0,,,
559,1,,,,16.0,,
559,459,3.0,,,31.0,9.0,
559,200,7.0,,33.0,12.0,3.0,
559,35,6.0,,,25.0,13.0,
559,202,,,,22.0,,
560,132,6.0,,,27.0,5.0,
560,403,,,20.0,26.0,,
561,480,,,,12.0,,
561,418,,,36.0,42.0,13.0,
561,319,,,,17.0,,
561,382,12.0,,38.0,25.0,6.0,5.0
561,514,,,,29.0,,
561,128,,,,36.0,,
561,485,,,39.0,15.0,,4.0
562,390,,1.0,,24.0,1.0,3.0
562,160,,,,,,3.0
562,170,,,24.0,26.0,,
563,242,6.0,,,20.0,6.0,
563,206,,,,18.0,11.0,
563,390,4.0,,,21.0,4.0,
563,458,8.0,,,11.0,8.0,
563,340,,,,38.0,,
563,77,7.0,,,9.0,,5.0
564,125,3.0,2.0,,19.0,20.0,
564,240,8.0,,,13.0,6.0,1.0
564,227,1.0,,,,3.0,4.0
564,547,6.0,1.0,,12.0,1.0,2.0
564,207,2.0,,,16.0,4.0,
564,553,2.0,,,11.0,6.0,
564,406,4.0,,,12.0,12.0,2.0
564,266,3.0,,,32.0,4.0,1.0
564,146,5.0,,,33.0,4.0,3.0
564,511,3.0,,,11.0,5.0,1.0
565,390,,,,,,
565,360,1.0,,,,,1.0
565,223,,,,24.0,8.0,3.0
565,514,,,,47.0,,
566,326,,,,11.0,11.0,
566,35,,,33.0,18.0,6.0,4.0
566,147,,,,10.0,,
566,202,,,,10.0,,
566,292,,,,11.0,,
566,58,6.0,3.0,,26.0,12.0,3.0
566,125,,,,9.0,14.0,
566,240,6.0,,,32.0,,
566,547,,,23.0,17.0,,
567,553,,,,20.0,,
567,199,,,,26.0,,
567,317,,,,17.0,7.0,
567,168,,,,13.0,10.0,
567,160,,,,15.0,7.0,
567,153,16.0,,,18.0,9.0,
568,281,8.0,,,20.0,6.0,
568,111,,,,18.0,7.0,
568,316,7.0,,,31.0,8.0,
568,93,,,,21.0,,
569,213,,,,22.0,,
569,35,2.0,,,31.0,,3.0
570,418,2.0,2.0,,36.0,,
570,319,3.0,,,9.0,,
570,382,,,,13.0,,
570,507,,,22.0,20.0,,
570,512,,,20.0,11.0,,
570,151,,,,8.0,,
570,458,,,,8.0,,
570,77,,1.0,,22.0,,2.0
570,340,,1.0,,38.0,3.0,2.0
570,177,,,,12.0,,
570,328,,,,15.0,,
571,467,2.0,2.0,,24.0,6.0,1.0
571,126,1.0,,,14.0,3.0,1.0
571,494,8.0,,,15.0,5.0,1.0
571,111,3.0,2.0,,15.0,10.0,2.0
571,281,6.0,,,13.0,5.0,
571,136,4.0,,,22.0,3.0,
571,238,3.0,2.0,,15.0,6.0,
572,272,,1.0,41.0,28.0,8.0,
572,469,,,30.0,14.0,19.0,
572,317,,,36.0,20.0,,
572,153,13.0,,36.0,25.0,6.0,
573,70,,,,16.0,,
573,423,1.0,1.0,,16.0,,1.0
573,135,,,,18.0,,
573,42,,,,18.0,,
573,14,4.0,1.0,,27.0,11.0,
574,53,7.0,,35.0,21.0,8.0,
574,434,,,21.0,13.0,,
575,335,,,,2.0,,
575,58,,,38.0,,,
575,125,,,35.0,,,
575,107,,,19.0,,,
576,530,2.0,2.0,35.0,14.0,,3.0
576,464,,,,26.0,7.0,
576,20,,,,18.0,7.0,
576,232,,,22.0,,,
576,479,,,21.0,,,
576,340,7.0,,29.0,27.0,,
576,306,,,20.0,,,
577,265,5.0,,,19.0,5.0,
577,271,,,,22.0,,
577,242,7.0,,,19.0,4.0,
577,362,,,,14.0,14.0,
578,430,1.0,3.0,31.0,7.0,9.0,
578,527,,,,22.0,,
579,2,,,,10.0,,
579,345,4.0,,,16.0,8.0,
579,3,,4.0,,33.0,10.0,3.0
579,418,,2.0,40.0,20.0,16.0,
579,393,5.0,,,24.0,6.0,
579,382,7.0,,,26.0,,
580,369,,,,15.0,,
580,324,,,,,,
580,391,,,,16.0,,
580,362,,,,16.0,10.0,
580,242,,,,,,
581,447,4.0,,,20.0,6.0,
581,443,,,,23.0,4.0,
581,73,,1.0,,20.0,19.0,1.0
581,227,4.0,1.0,,17.0,6.0,
581,125,,6.0,,,19.0,
581,240,15.0,,,24.0,,
582,250,,,,10.0,,
582,467,,4.0,,9.0,13.0,
582,430,,4.0,,13.0,18.0,
582,35,,,,12.0,9.0,
582,326,4.0,,,,,
582,474,,,22.0,14.0,4.0,
582,456,,,,13.0,6.0,
582,147,,,,4.0,,
582,112,,,,12.0,11.0,
583,244,,,,24.0,,
583,310,,,,24.0,,
583,364,,,,19.0,,
583,132,10.0,,,22.0,,
584,523,,,33.0,7.0,,
584,458,,,33.0,9.0,7.0,
584,444,,,,18.0,,
584,187,,,,22.0,,
584,62,10.0,,,25.0,12.0,
584,272,,,,23.0,10.0,
584,335,10.0,,,23.0,,
585,244,,,,,,
585,442,,2.0,,16.0,25.0,
585,310,,,,28.0,8.0,
585,213,,1.0,,18.0,9.0,
585,457,7.0,,,,,4.0
586,42,,,,19.0,4.0,
586,119,4.0,,,31.0,5.0,
586,114,1.0,,,20.0,5.0,
586,137,4.0,,,29.0,3.0,1.0
587,58,2.0,,,17.0,7.0,
587,240,4.0,,,16.0,1.0,
587,547,2.0,,,,,
587,207,,,,,,1.0
587,82,,,,30.0,,
587,370,,,,12.0,7.0,
587,333,10.0,,,,14.0,
587,137,,,,19.0,3.0,1.0
587,381,6.0,,,12.0,6.0,1.0
587,114,,,27.0,12.0,,
588,35,,,,17.0,15.0,
588,326,,,,16.0,5.0,
588,147,7.0,,32.0,18.0,,
588,112,,,15.0,15.0,,
588,322,,,,11.0,,
588,156,,,,26.0,14.0,
588,24,,,,10.0,9.0,
588,166,2.0,,,21.0,4.0,3.0
589,97,2.0,,,19.0,,
589,443,,,,12.0,5.0,
589,353,,,,24.0,13.0,
589,273,7.0,,,6.0,,2.0
589,136,5.0,,,24.0,5.0,
589,35,5.0,2.0,,29.0,5.0,
589,89,,,,19.0,10.0,
589,231,,,,5.0,13.0,
589,54,3.0,2.0,,19.0,10.0,
589,33,7.0,,,10.0,,
590,175,,,31.0,23.0,9.0,
590,265,7.0,,31.0,19.0,,4.0
590,215,2.0,,35.0,22.0,7.0,6.0
590,285,,,,16.0,,
590,507,,,35.0,20.0,,
590,222,,,,10.0,11.0,
590,67,5.0,,,14.0,,
590,466,,,,11.0,,
591,317,11.0,,35.0,20.0,8.0,2.0
591,501,,,35.0,30.0,13.0,
591,153,9.0,,40.0,26.0,6.0,3.0
591,512,2.0,,19.0,6.0,5.0,
591,175,11.0,2.0,42.0,18.0,,4.0
591,212,5.0,,40.0,36.0,4.0,2.0
591,215,,,,30.0,,
591,503,,,35.0,18.0,,
592,271,2.0,,,27.0,12.0,2.0
592,362,3.0,,,11.0,8.0,
592,360,2.0,,,18.0,5.0,
592,242,3.0,,,13.0,3.0,
592,372,1.0,,,11.0,4.0,1.0
592,418,,1.0,,39.0,11.0,1.0
592,304,1.0,,,17.0,9.0,2.0
592,193,2.0,,,2.0,,2.0
592,382,9.0,1.0,34.0,19.0,,1.0
592,393,,,,17.0,4.0,
593,42,3.0,,,22.0,,1.0
593,225,3.0,,20.0,17.0,5.0,
593,514,,,,24.0,,
593,128,7.0,4.0,40.0,32.0,12.0,
593,402,,,,20.0,,
594,469,,,,21.0,11.0,
594,88,10.0,,,12.0,,
594,110,,3.0,,20.0,14.0,
594,446,,,,21.0,,
594,132,,,,21.0,,
594,522,,,,,,
595,452,4.0,,,25.0,3.0,
595,132,,,,17.0,,5.0
595,340,,,,17.0,,5.0
595,328,,,,21.0,3.0,
595,345,,,,13.0,8.0,
595,514,,,,25.0,4.0,3.0
595,338,11.0,,,23.0,,
595,115,,,,14.0,10.0,
595,50,,,,10.0,5.0,
596,281,6.0,,,20.0,,
596,81,,,,18.0,,
596,358,,,,16.0,,
596,364,,,,27.0,,
596,132,8.0,,,23.0,,
596,451,,,,14.0,11.0,
597,12,,,,24.0,7.0,
597,110,,4.0,,12.0,11.0,
597,174,,2.0,,23.0,14.0,3.0
597,452,2.0,,,16.0,4.0,2.0
597,410,4.0,,,17.0,6.0,5.0
598,135,,,,,,
598,42,,,,25.0,,
599,458,5.0,3.0,36.0,20.0,6.0,
599,340,,,,29.0,,
599,514,,,,14.0,,
599,128,,,,27.0,18.0,
600,415,,,,23.0,5.0,
600,335,16.0,,,24.0,10.0,
600,244,3.0,,,22.0,3.0,
600,388,,,,13.0,4.0,
601,362,3.0,,,14.0,6.0,
601,390,4.0,,,17.0,5.0,
601,360,,,,14.0,,
601,223,3.0,,,24.0,8.0,3.0
601,128,,,,22.0,12.0,
601,514,,,,47.0,,
601,485,10.0,,,10.0,,3.0
602,275,,,17.0,,,
602,299,,,10.0,,,
602,390,,,30.0,29.0,,
602,500,,,4.0,,,
602,174,,6.0,35.0,16.0,18.0,1.0
602,81,5.0,,,30.0,6.0,
603,48,3.0,,,17.0,6.0,
603,468,8.0,,,20.0,5.0,
604,457,5.0,,,24.0,,
604,510,,,,25.0,,
604,341,7.0,,18.0,15.0,,
604,246,,,23.0,23.0,,
604,119,3.0,,,21.0,6.0,
605,406,14.0,4.0,,2.0,14.0,6.0
605,146,,,,,,
605,245,,,,,,
605,62,,,,37.0,,1.0
605,272,,,,,20.0,
606,523,,,,17.0,10.0,
606,501,,,,17.0,12.0,
606,391,5.0,,30.0,21.0,4.0,
606,340,,,,19.0,,
606,401,,,,15.0,,
606,77,,,,16.0,,
607,57,,,,14.0,,
607,413,,,,25.0,,4.0
607,464,3.0,,,9.0,9.0,
607,35,5.0,2.0,,19.0,8.0,2.0
607,231,,2.0,,13.0,10.0,
607,232,,2.0,17.0,12.0,9.0,2.0
608,54,,,,31.0,12.0,
608,80,10.0,,,,,1.0
608,404,,,,13.0,16.0,
609,48,,,,4.0,6.0,
609,398,1.0,1.0,,31.0,4.0,3.0
609,447,5.0,,,18.0,11.0,
609,443,,,,29.0,11.0,
610,96,,,30.0,16.0,7.0,
610,49,,,,23.0,11.0,
610,336,,,,11.0,2.0,
610,211,,,,12.0,,2.0
610,316,11.0,,,25.0,,
610,419,,,35.0,8.0,,
610,190,,,,18.0,,
610,145,,,,,,
610,499,,,,21.0,,
611,49,,,,22.0,,
611,336,,,,21.0,,
611,362,11.0,,,19.0,14.0,
611,372,,,,20.0,,
612,316,,,36.0,25.0,10.0,
612,419,,,,18.0,,
612,481,3.0,,,8.0,5.0,
612,338,7.0,,,19.0,,
612,238,,,,19.0,9.0,
612,136,5.0,,32.0,18.0,,
612,497,,,17.0,,,
613,48,,,,20.0,,
613,89,,,,19.0,13.0,
614,299,,,,16.0,13.0,
614,244,4.0,,,31.0,5.0,
614,310,10.0,,,16.0,3.0,
614,442,,3.0,,8.0,12.0,
614,154,3.0,,,15.0,3.0,
614,469,,,,10.0,9.0,
615,447,4.0,,,32.0,7.0,
615,544,,,,,,
615,466,,,,,,
615,301,,,,13.0,,
615,318,,,,22.0,,
615,85,,,,16.0,13.0,
615,303,6.0,,,16.0,6.0,
615,252,,,,13.0,,
616,272,,,,19.0,,
616,154,,,,22.0,,
616,442,,,19.0,,,
616,419,,,,,,
617,35,3.0,,,32.0,6.0,
617,89,,,,19.0,7.0,
617,231,,,,6.0,12.0,
617,232,,,,12.0,11.0,
617,213,3.0,,,27.0,6.0,
617,510,,,,22.0,6.0,
617,444,5.0,,,15.0,5.0,
618,533,,,,,,
618,153,,,,45.0,,
619,265,9.0,3.0,,22.0,8.0,1.0
619,503,,,,,,
619,54,4.0,2.0,33.0,25.0,10.0,1.0
619,281,6.0,1.0,,,10.0,4.0
619,136,2.0,,42.0,13.0,,
620,24,3.0,,,16.0,9.0,4.0
620,137,4.0,,,26.0,4.0,
620,381,4.0,,,36.0,3.0,
620,35,6.0,2.0,,34.0,9.0,3.0
620,89,4.0,,,19.0,7.0,
620,33,6.0,,,13.0,3.0,
620,54,,,,12.0,5.0,
620,232,,,,12.0,5.0,
621,527,,,,28.0,,
621,138,17.0,,,26.0,,
621,244,,,,20.0,,
621,310,,,27.0,6.0,,
621,390,,,,20.0,,
622,132,4.0,,,24.0,6.0,
622,153,12.0,,,32.0,,
622,170,,,,15.0,,
623,238,2.0,1.0,,25.0,7.0,
623,54,,,,9.0,11.0,
623,281,5.0,2.0,,16.0,5.0,2.0
623,136,5.0,1.0,,10.0,6.0,1.0
623,261,,,22.0,11.0,,
623,320,,,,16.0,,
623,213,,,,33.0,8.0,
623,124,,,,15.0,9.0,
623,457,5.0,,,14.0,5.0,
623,460,,,,6.0,10.0,
623,518,,,,12.0,10.0,
624,175,11.0,,,22.0,,
624,212,,,,12.0,,
624,44,,,,10.0,,
624,416,,,,10.0,,
624,180,,,23.0,14.0,12.0,
624,281,,,,7.0,,
624,111,,,,8.0,,
624,73,,,,8.0,,
624,81,,,,12.0,,
624,53,,,,7.0,,
624,332,,,19.0,10.0,8.0,
625,327,11.0,,40.0,23.0,,
625,361,,,,12.0,,
626,501,,,,22.0,12.0,
626,153,,,,17.0,,
626,456,,,,18.0,,
626,383,,,25.0,20.0,8.0,
627,35,,,24.0,,,
627,105,,,19.0,6.0,,
627,254,1.0,1.0,15.0,,,
627,110,1.0,1.0,32.0,10.0,11.0,
627,340,,,,23.0,,
628,414,,,,,,
628,527,6.0,,,26.0,,
628,138,9.0,,,39.0,,
628,137,6.0,,,34.0,,
628,381,,,,33.0,,
628,114,,,,14.0,6.0,
629,317,5.0,1.0,,8.0,6.0,5.0
629,130,1.0,1.0,,17.0,2.0,
629,501,1.0,,,8.0,8.0,2.0
629,153,7.0,1.0,,33.0,7.0,2.0
629,160,3.0,1.0,,9.0,5.0,4.0
